Title,Summary,Authors,Published,Updated,PDF_URL,Primary_Category,Categories,text
Theory of Cognitive Relativity: A Promising Paradigm for True AI,"The rise of deep learning has brought artificial intelligence (AI) to the
forefront. The ultimate goal of AI is to realize machines with human mind and
consciousness, but existing achievements mainly simulate intelligent behavior
on computer platforms. These achievements all belong to weak AI rather than
strong AI. How to achieve strong AI is not known yet in the field of
intelligence science. Currently, this field is calling for a new paradigm,
especially Theory of Cognitive Relativity (TCR). The TCR aims to summarize a
simple and elegant set of first principles about the nature of intelligence, at
least including the Principle of World's Relativity and the Principle of
Symbol's Relativity. The Principle of World's Relativity states that the
subjective world an intelligent agent can observe is strongly constrained by
the way it perceives the objective world. The Principle of Symbol's Relativity
states that an intelligent agent can use any physical symbol system to express
what it observes in its subjective world. The two principles are derived from
scientific facts and life experience. Thought experiments show that they are
important to understand high-level intelligence and necessary to establish a
scientific theory of mind and consciousness. Rather than brain-like
intelligence, the TCR indeed advocates a promising change in direction to
realize true AI, i.e. artificial general intelligence or artificial
consciousness, particularly different from humans' and animals'. Furthermore, a
TCR creed has been presented and extended to reveal the secrets of
consciousness and to guide realization of conscious machines. In the sense that
true AI could be diversely implemented in a brain-different way, the TCR would
probably drive an intelligence revolution in combination with some additional
first principles.",['Yujian Li'],2018-12-01 04:01:03+00:00,2018-12-20 06:59:22+00:00,http://arxiv.org/pdf/1812.00136v3,cs.AI,['cs.AI'],"theory of cognitive relativity: a promising paradigm for true ai the rise of deep learning has brought artificial intelligence (ai) to the
forefront. the ultimate goal of ai is to realize machines with human mind and
consciousness, but existing achievements mainly simulate intelligent behavior
on computer platforms. these achievements all belong to weak ai rather than
strong ai. how to achieve strong ai is not known yet in the field of
intelligence science. currently, this field is calling for a new paradigm,
especially theory of cognitive relativity (tcr). the tcr aims to summarize a
simple and elegant set of first principles about the nature of intelligence, at
least including the principle of world's relativity and the principle of
symbol's relativity. the principle of world's relativity states that the
subjective world an intelligent agent can observe is strongly constrained by
the way it perceives the objective world. the principle of symbol's relativity
states that an intelligent agent can use any physical symbol system to express
what it observes in its subjective world. the two principles are derived from
scientific facts and life experience. thought experiments show that they are
important to understand high-level intelligence and necessary to establish a
scientific theory of mind and consciousness. rather than brain-like
intelligence, the tcr indeed advocates a promising change in direction to
realize true ai, i.e. artificial general intelligence or artificial
consciousness, particularly different from humans' and animals'. furthermore, a
tcr creed has been presented and extended to reveal the secrets of
consciousness and to guide realization of conscious machines. in the sense that
true ai could be diversely implemented in a brain-different way, the tcr would
probably drive an intelligence revolution in combination with some additional
first principles."
A rule-based system proposal to aid in the evaluation and decision-making in external beam radiation treatment planning,"As part of a plan launched by the Ministry of Health of Brazil to increase
the availability of linear accelerators for radiotherapy treatment for the
whole country, for which Varian Medical Systems company has won the bidding, a
technical cooperation agreement was signed inviting Brazilian Scientific and
Technological Institutions to participate in a technology transfer program. As
a result, jointly, the Eldorado Research Institute and the Center for
Biomedical Engineering of the University of Campinas presents in this work, the
concepts behind of a proposed rule engine to aid in the evaluation and
decision-making in radiotherapy treatment planning. Normally, the determination
of the radiation dose for a given patient is a complex and intensive procedure,
which requires a lot of domain knowledge and subjective experience from the
oncologists' team. In order to help them in this complex task, and
additionally, provide an auxiliary tool for less experienced oncologists, it is
presented a project conception of a software system that will make use of a
hybrid data-oriented approach. The proposed rule engine will apply both
inference mechanism and expression evaluation to verify and accredit the
quality of an external beam radiation treatment plan by considering, at first,
the 3D-conformal radiotherapy (3DCRT) technique.","['R. C. Fernandes', 'T. M. Machado', 'H. J. Onisto', 'A. D. Muñoz', 'R. O. Silva', 'L. R. Domingues', 'G. C. Fonseca', 'J. E. Bertuzzo', 'M. T. Pereira', 'B. Biazotto', 'E. T. Costa']",2018-11-29 19:49:53+00:00,2018-11-29 19:49:53+00:00,http://arxiv.org/pdf/1811.12454v1,cs.SE,"['cs.SE', 'cs.AI']","a rule-based system proposal to aid in the evaluation and decision-making in external beam radiation treatment planning as part of a plan launched by the ministry of health of brazil to increase
the availability of linear accelerators for radiotherapy treatment for the
whole country, for which varian medical systems company has won the bidding, a
technical cooperation agreement was signed inviting brazilian scientific and
technological institutions to participate in a technology transfer program. as
a result, jointly, the eldorado research institute and the center for
biomedical engineering of the university of campinas presents in this work, the
concepts behind of a proposed rule engine to aid in the evaluation and
decision-making in radiotherapy treatment planning. normally, the determination
of the radiation dose for a given patient is a complex and intensive procedure,
which requires a lot of domain knowledge and subjective experience from the
oncologists' team. in order to help them in this complex task, and
additionally, provide an auxiliary tool for less experienced oncologists, it is
presented a project conception of a software system that will make use of a
hybrid data-oriented approach. the proposed rule engine will apply both
inference mechanism and expression evaluation to verify and accredit the
quality of an external beam radiation treatment plan by considering, at first,
the 3d-conformal radiotherapy (3dcrt) technique."
Towards a Science of Mind,"The ancient mind/body problem continues to be one of deepest mysteries of
science and of the human spirit. Despite major advances in many fields, there
is still no plausible link between subjective experience (qualia) and its
realization in the body. This paper outlines some of the elements of a rigorous
science of mind (SoM) - key ideas include scientific realism of mind, agnostic
mysterianism, careful attention to language, and a focus on concrete
(touchstone) questions and results. A core suggestion is to focus effort on the
(still mysterious) mapping from neural activity to subjective experience.",['Jerome Feldman'],2018-11-06 18:02:40+00:00,2019-07-29 16:58:06+00:00,http://arxiv.org/pdf/1811.06825v3,cs.GL,"['cs.GL', 'cs.AI', 'q-bio.NC']","towards a science of mind the ancient mind/body problem continues to be one of deepest mysteries of
science and of the human spirit. despite major advances in many fields, there
is still no plausible link between subjective experience (qualia) and its
realization in the body. this paper outlines some of the elements of a rigorous
science of mind (som) - key ideas include scientific realism of mind, agnostic
mysterianism, careful attention to language, and a focus on concrete
(touchstone) questions and results. a core suggestion is to focus effort on the
(still mysterious) mapping from neural activity to subjective experience."
Can quantum physics help solve the hard problem of consciousness? A hypothesis based on entangled spins and photons,"The hard problem of consciousness is the question how subjective experience
arises from brain matter. I suggest exploring the possibility that quantum
physics could be part of the answer. The simultaneous unity and complexity of
subjective experience is difficult to understand from a classical physics
perspective. In contrast, quantum entanglement is naturally both complex and
unified. Moreover the concept of matter is much more subtle in quantum physics
compared to classical physics, and quantum computing shows that quantum effects
can be useful for information processing. Building on recent progress in
quantum technology and neuroscience, I propose a concrete hypothesis as a basis
for further investigation, namely that subjective experience is related to the
dynamics of a complex entangled state of spins, which is continuously generated
and updated through the exchange of photons. Spins in condensed matter systems
at room or body temperature can have coherence times in the relevant range for
subjective experience (milliseconds to seconds). Photons are well suited for
distributing entanglement over macroscopic distances. Neurons emit photons,
reactive oxygen species in the mitochondria being likely sources. Opsins,
light-sensitive proteins that are plausible single-photon detectors, exist in
the brain and are evolutionarily conserved, suggesting that they serve a
function. We have recently shown by detailed numerical modeling that axons can
plausibly act as photonic waveguides. The oxygen molecule, which has non-zero
electronic spin and emits photons, might serve as an interface between photons
and spins. The achievable photon rates seem to be more than sufficient to
support the bandwidth of subjective experience. The proposed hypothesis raises
many interesting experimental and theoretical questions in neuroscience,
quantum physics, evolutionary biology, psychophysics, and philosophy.",['Christoph Simon'],2018-09-08 20:04:22+00:00,2018-09-08 20:04:22+00:00,http://arxiv.org/pdf/1809.03490v1,q-bio.NC,"['q-bio.NC', 'physics.bio-ph', 'quant-ph']","can quantum physics help solve the hard problem of consciousness? a hypothesis based on entangled spins and photons the hard problem of consciousness is the question how subjective experience
arises from brain matter. i suggest exploring the possibility that quantum
physics could be part of the answer. the simultaneous unity and complexity of
subjective experience is difficult to understand from a classical physics
perspective. in contrast, quantum entanglement is naturally both complex and
unified. moreover the concept of matter is much more subtle in quantum physics
compared to classical physics, and quantum computing shows that quantum effects
can be useful for information processing. building on recent progress in
quantum technology and neuroscience, i propose a concrete hypothesis as a basis
for further investigation, namely that subjective experience is related to the
dynamics of a complex entangled state of spins, which is continuously generated
and updated through the exchange of photons. spins in condensed matter systems
at room or body temperature can have coherence times in the relevant range for
subjective experience (milliseconds to seconds). photons are well suited for
distributing entanglement over macroscopic distances. neurons emit photons,
reactive oxygen species in the mitochondria being likely sources. opsins,
light-sensitive proteins that are plausible single-photon detectors, exist in
the brain and are evolutionarily conserved, suggesting that they serve a
function. we have recently shown by detailed numerical modeling that axons can
plausibly act as photonic waveguides. the oxygen molecule, which has non-zero
electronic spin and emits photons, might serve as an interface between photons
and spins. the achievable photon rates seem to be more than sufficient to
support the bandwidth of subjective experience. the proposed hypothesis raises
many interesting experimental and theoretical questions in neuroscience,
quantum physics, evolutionary biology, psychophysics, and philosophy."
Null Dynamical State Models of Human Cognitive Dysfunction,"The hard problem in artificial intelligence asks how the shuffling of
syntactical symbols in a program can lead to systems which experience semantics
and qualia. We address this question in three stages. First, we introduce a new
class of human semantic symbols which appears when unexpected and drastic
environmental change causes humans to become surprised, confused, uncertain,
and in extreme cases, unresponsive, passive and dysfunctional. For this class
of symbols, pre-learned programs become inoperative so these syntactical
programs cannot be the source of experienced qualia. Second, we model the
dysfunctional human response to a radically changed environment as being the
natural response of any learning machine facing novel inputs from well outside
its previous training set. In this situation, learning machines are unable to
extract information from their input and will typically enter a dynamical state
characterized by null outputs and a lack of response. This state immediately
predicts and explains the characteristics of the semantic experiences of humans
in similar circumstances. In the third stage, we consider learning machines
trained to implement multiple functions in simple sequential programs using
environmental data to specify subroutine names, control flow instructions,
memory calls, and so on. Drastic change in any of these environmental inputs
can again lead to inoperative programs. By examining changes specific to people
or locations we can model human cognitive symbols featuring these dependencies,
such as attachment and grief. Our approach links known dynamical machines
states with human qualia and thus offers new insight into the hard problem of
artificial intelligence.",['M. J. Gagen'],2017-12-25 05:46:19+00:00,2017-12-25 05:46:19+00:00,http://arxiv.org/pdf/1712.09014v1,cs.AI,"['cs.AI', 'cs.LG', 'cs.NE']","null dynamical state models of human cognitive dysfunction the hard problem in artificial intelligence asks how the shuffling of
syntactical symbols in a program can lead to systems which experience semantics
and qualia. we address this question in three stages. first, we introduce a new
class of human semantic symbols which appears when unexpected and drastic
environmental change causes humans to become surprised, confused, uncertain,
and in extreme cases, unresponsive, passive and dysfunctional. for this class
of symbols, pre-learned programs become inoperative so these syntactical
programs cannot be the source of experienced qualia. second, we model the
dysfunctional human response to a radically changed environment as being the
natural response of any learning machine facing novel inputs from well outside
its previous training set. in this situation, learning machines are unable to
extract information from their input and will typically enter a dynamical state
characterized by null outputs and a lack of response. this state immediately
predicts and explains the characteristics of the semantic experiences of humans
in similar circumstances. in the third stage, we consider learning machines
trained to implement multiple functions in simple sequential programs using
environmental data to specify subroutine names, control flow instructions,
memory calls, and so on. drastic change in any of these environmental inputs
can again lead to inoperative programs. by examining changes specific to people
or locations we can model human cognitive symbols featuring these dependencies,
such as attachment and grief. our approach links known dynamical machines
states with human qualia and thus offers new insight into the hard problem of
artificial intelligence."
Detecting Qualia in Natural and Artificial Agents,"The Hard Problem of consciousness has been dismissed as an illusion. By
showing that computers are capable of experiencing, we show that they are at
least rudimentarily conscious with potential to eventually reach
superconsciousness. The main contribution of the paper is a test for confirming
certain subjective experiences in a tested agent. We follow with analysis of
benefits and problems with conscious machines and implications of such
capability on future of computing, machine rights and artificial intelligence
safety.",['Roman V. Yampolskiy'],2017-12-11 20:53:47+00:00,2017-12-11 20:53:47+00:00,http://arxiv.org/pdf/1712.04020v1,cs.AI,['cs.AI'],"detecting qualia in natural and artificial agents the hard problem of consciousness has been dismissed as an illusion. by
showing that computers are capable of experiencing, we show that they are at
least rudimentarily conscious with potential to eventually reach
superconsciousness. the main contribution of the paper is a test for confirming
certain subjective experiences in a tested agent. we follow with analysis of
benefits and problems with conscious machines and implications of such
capability on future of computing, machine rights and artificial intelligence
safety."
Neural correlates of flow using auditory evoked potential suppression,"""Flow"" is a hyper-engaged state of consciousness most commonly described in
athletics, popularly termed ""being in the zone."" Quantitative research into
flow has been hampered by the disruptive nature of gathering subjective
reports. Here we show that a passive probe (suppression of Auditory Evoked
Potential in EEG) that allowed our participants to remain engaged in a
first-person shooting game while we continually tracked the depth of their
immersion corresponded with the participants' subjective experiences, and with
their objective performance levels. Comparing this time-varying record of flow
against the overall EEG record, we identified neural correlates of flow in the
anterior cingulate cortex and the temporal pole. These areas displayed
increased beta band activity, mutual connectivity, and feedback connectivity
with primary motor cortex. These results corroborate the notion that the flow
state is an objective and quantifiable state of consciousness, which we
identify and characterize across subjective, behavioral and neural measures.","['Kyongsik Yun', 'Saeran Doh', 'Elisa Carrus', 'Daw-An Wu', 'Shinsuke Shimojo']",2017-11-19 04:37:58+00:00,2017-11-24 22:30:51+00:00,http://arxiv.org/pdf/1711.06967v4,q-bio.NC,['q-bio.NC'],"neural correlates of flow using auditory evoked potential suppression ""flow"" is a hyper-engaged state of consciousness most commonly described in
athletics, popularly termed ""being in the zone."" quantitative research into
flow has been hampered by the disruptive nature of gathering subjective
reports. here we show that a passive probe (suppression of auditory evoked
potential in eeg) that allowed our participants to remain engaged in a
first-person shooting game while we continually tracked the depth of their
immersion corresponded with the participants' subjective experiences, and with
their objective performance levels. comparing this time-varying record of flow
against the overall eeg record, we identified neural correlates of flow in the
anterior cingulate cortex and the temporal pole. these areas displayed
increased beta band activity, mutual connectivity, and feedback connectivity
with primary motor cortex. these results corroborate the notion that the flow
state is an objective and quantifiable state of consciousness, which we
identify and characterize across subjective, behavioral and neural measures."
Physiological and behavioral profiling for nociceptive pain estimation using personalized multitask learning,"Pain is a subjective experience commonly measured through patient's self
report. While there exist numerous situations in which automatic pain
estimation methods may be preferred, inter-subject variability in physiological
and behavioral pain responses has hindered the development of such methods. In
this work, we address this problem by introducing a novel personalized
multitask machine learning method for pain estimation based on individual
physiological and behavioral pain response profiles, and show its advantages in
a dataset containing multimodal responses to nociceptive heat pain.","['Daniel Lopez-Martinez', 'Ognjen Rudovic', 'Rosalind Picard']",2017-11-10 22:36:27+00:00,2017-11-10 22:36:27+00:00,http://arxiv.org/pdf/1711.04036v1,cs.AI,"['cs.AI', 'cs.HC']","physiological and behavioral profiling for nociceptive pain estimation using personalized multitask learning pain is a subjective experience commonly measured through patient's self
report. while there exist numerous situations in which automatic pain
estimation methods may be preferred, inter-subject variability in physiological
and behavioral pain responses has hindered the development of such methods. in
this work, we address this problem by introducing a novel personalized
multitask machine learning method for pain estimation based on individual
physiological and behavioral pain response profiles, and show its advantages in
a dataset containing multimodal responses to nociceptive heat pain."
Musical NeuroPicks: a consumer-grade BCI for on-demand music streaming services,"We investigated the possibility of using a machine-learning scheme in
conjunction with commercial wearable EEG-devices for translating listener's
subjective experience of music into scores that can be used in popular
on-demand music streaming services. Our study resulted into two variants,
differing in terms of performance and execution time, and hence, subserving
distinct applications in online streaming music platforms. The first method,
NeuroPicks, is extremely accurate but slower. It is based on the
well-established neuroscientific concepts of brainwave frequency bands,
activation asymmetry index and cross frequency coupling (CFC). The second
method, NeuroPicksVQ, offers prompt predictions of lower credibility and relies
on a custom-built version of vector quantization procedure that facilitates a
novel parameterization of the music-modulated brainwaves. Beyond the feature
engineering step, both methods exploit the inherent efficiency of extreme
learning machines (ELMs) so as to translate, in a personalized fashion, the
derived patterns into a listener's score. NeuroPicks method may find
applications as an integral part of contemporary music recommendation systems,
while NeuroPicksVQ can control the selection of music tracks. Encouraging
experimental results, from a pragmatic use of the systems, are presented.","['Fotis Kalaganis', 'Dimitrios A. Adamos', 'Nikos Laskaris']",2017-09-04 18:55:35+00:00,2017-09-04 18:55:35+00:00,http://arxiv.org/pdf/1709.01116v1,q-bio.NC,"['q-bio.NC', 'cs.CY', 'cs.HC', 'cs.MM']","musical neuropicks: a consumer-grade bci for on-demand music streaming services we investigated the possibility of using a machine-learning scheme in
conjunction with commercial wearable eeg-devices for translating listener's
subjective experience of music into scores that can be used in popular
on-demand music streaming services. our study resulted into two variants,
differing in terms of performance and execution time, and hence, subserving
distinct applications in online streaming music platforms. the first method,
neuropicks, is extremely accurate but slower. it is based on the
well-established neuroscientific concepts of brainwave frequency bands,
activation asymmetry index and cross frequency coupling (cfc). the second
method, neuropicksvq, offers prompt predictions of lower credibility and relies
on a custom-built version of vector quantization procedure that facilitates a
novel parameterization of the music-modulated brainwaves. beyond the feature
engineering step, both methods exploit the inherent efficiency of extreme
learning machines (elms) so as to translate, in a personalized fashion, the
derived patterns into a listener's score. neuropicks method may find
applications as an integral part of contemporary music recommendation systems,
while neuropicksvq can control the selection of music tracks. encouraging
experimental results, from a pragmatic use of the systems, are presented."
Are there optical communication channels in the brain?,"Despite great progress in neuroscience, there are still fundamental
unanswered questions about the brain, including the origin of subjective
experience and consciousness. Some answers might rely on new physical
mechanisms. Given that biophotons have been discovered in the brain, it is
interesting to explore if neurons use photonic communication in addition to the
well-studied electro-chemical signals. Such photonic communication in the brain
would require waveguides. Here we review recent work [S. Kumar, K. Boone, J.
Tuszynski, P. Barclay, and C. Simon, Scientific Reports 6, 36508 (2016)]
suggesting that myelinated axons could serve as photonic waveguides. The light
transmission in the myelinated axon was modeled, taking into account its
realistic imperfections, and experiments were proposed both in-vivo and
in-vitro to test this hypothesis. Potential implications for quantum biology
are discussed.","['Parisa Zarkeshian', 'Sourabh Kumar', 'Jack Tuszynski', 'Paul Barclay', 'Christoph Simon']",2017-08-23 22:54:52+00:00,2017-08-23 22:54:52+00:00,http://arxiv.org/pdf/1708.08887v1,physics.bio-ph,"['physics.bio-ph', 'physics.optics', 'q-bio.NC', 'quant-ph']","are there optical communication channels in the brain? despite great progress in neuroscience, there are still fundamental
unanswered questions about the brain, including the origin of subjective
experience and consciousness. some answers might rely on new physical
mechanisms. given that biophotons have been discovered in the brain, it is
interesting to explore if neurons use photonic communication in addition to the
well-studied electro-chemical signals. such photonic communication in the brain
would require waveguides. here we review recent work [s. kumar, k. boone, j.
tuszynski, p. barclay, and c. simon, scientific reports 6, 36508 (2016)]
suggesting that myelinated axons could serve as photonic waveguides. the light
transmission in the myelinated axon was modeled, taking into account its
realistic imperfections, and experiments were proposed both in-vivo and
in-vitro to test this hypothesis. potential implications for quantum biology
are discussed."
Multi-task Neural Networks for Personalized Pain Recognition from Physiological Signals,"Pain is a complex and subjective experience that poses a number of
measurement challenges. While self-report by the patient is viewed as the gold
standard of pain assessment, this approach fails when patients cannot verbally
communicate pain intensity or lack normal mental abilities. Here, we present a
pain intensity measurement method based on physiological signals. Specifically,
we implement a multi-task learning approach based on neural networks that
accounts for individual differences in pain responses while still leveraging
data from across the population. We test our method in a dataset containing
multi-modal physiological responses to nociceptive pain.","['Daniel Lopez-Martinez', 'Rosalind Picard']",2017-08-17 05:38:56+00:00,2017-09-04 19:23:11+00:00,http://arxiv.org/pdf/1708.08755v2,cs.CY,"['cs.CY', 'cs.LG', 'q-bio.NC']","multi-task neural networks for personalized pain recognition from physiological signals pain is a complex and subjective experience that poses a number of
measurement challenges. while self-report by the patient is viewed as the gold
standard of pain assessment, this approach fails when patients cannot verbally
communicate pain intensity or lack normal mental abilities. here, we present a
pain intensity measurement method based on physiological signals. specifically,
we implement a multi-task learning approach based on neural networks that
accounts for individual differences in pain responses while still leveraging
data from across the population. we test our method in a dataset containing
multi-modal physiological responses to nociceptive pain."
What modern vision science reveals about the awareness puzzle: Summary-statistic encoding plus decision limits underlie the richness of visual perception and its quirky failures,"There is a fundamental puzzle in understanding our awareness of the visual
world. On one hand, our subjective experience is one of a rich visual world,
which we perceive effortlessly. However, when we actually test perception,
observers know surprisingly little. A number of tasks, from search, through
inattentional blindness, to change blindness, suggest that there is
surprisingly little awareness or perception without attention. Meanwhile,
another set of tasks, such as multiple object tracking, dual-task performance,
and visual working memory tasks suggest that both attention and working memory
have low capacity. These two components together - poor perception without
attention, and greatly limited capacity for attention and memory - imply that
perception is impoverished.
  How can we make sense of this awareness puzzle, of the riddle of our rich
subjective experience coupled with poor performance on experimental tasks? I
suggest that, looked at in the right way, there is in fact no awareness puzzle.
In particular, I will argue that the tasks that show limits are inherently
difficult tasks, and that there exists a unified explanation for both the rich
subjective experience and the apparent limits.",['Ruth Rosenholtz'],2017-06-08 20:41:50+00:00,2017-06-08 20:41:50+00:00,http://arxiv.org/pdf/1706.02764v1,q-bio.NC,['q-bio.NC'],"what modern vision science reveals about the awareness puzzle: summary-statistic encoding plus decision limits underlie the richness of visual perception and its quirky failures there is a fundamental puzzle in understanding our awareness of the visual
world. on one hand, our subjective experience is one of a rich visual world,
which we perceive effortlessly. however, when we actually test perception,
observers know surprisingly little. a number of tasks, from search, through
inattentional blindness, to change blindness, suggest that there is
surprisingly little awareness or perception without attention. meanwhile,
another set of tasks, such as multiple object tracking, dual-task performance,
and visual working memory tasks suggest that both attention and working memory
have low capacity. these two components together - poor perception without
attention, and greatly limited capacity for attention and memory - imply that
perception is impoverished.
  how can we make sense of this awareness puzzle, of the riddle of our rich
subjective experience coupled with poor performance on experimental tasks? i
suggest that, looked at in the right way, there is in fact no awareness puzzle.
in particular, i will argue that the tasks that show limits are inherently
difficult tasks, and that there exists a unified explanation for both the rich
subjective experience and the apparent limits."
The Impact of Flow in an EEG-based Brain Computer Interface,"Major issues in Brain Computer Interfaces (BCIs) include low usability and
poor user performance. This paper tackles them by ensuring the users to be in a
state of immersion, control and motivation, called state of flow. Indeed, in
various disciplines, being in the state of flow was shown to improve
performances and learning. Hence, we intended to draw BCI users in a flow state
to improve both their subjective experience and their performances. In a Motor
Imagery BCI game, we manipulated flow in two ways: 1) by adapting the task
difficulty and 2) by using background music. Results showed that the difficulty
adaptation induced a higher flow state, however music had no effect. There was
a positive correlation between subjective flow scores and offline performance,
although the flow factors had no effect (adaptation) or negative effect (music)
on online performance. Overall, favouring the flow state seems a promising
approach for enhancing users' satisfaction, although its complexity requires
more thorough investigations.","['Jelena Mladenović', 'Jérémy Frey', 'Manon Bonnet-Save', 'Jérémie Mattout', 'Fabien Lotte']",2017-06-06 12:21:44+00:00,2017-06-06 12:21:44+00:00,http://arxiv.org/pdf/1706.01728v1,q-bio.NC,"['q-bio.NC', 'cs.HC']","the impact of flow in an eeg-based brain computer interface major issues in brain computer interfaces (bcis) include low usability and
poor user performance. this paper tackles them by ensuring the users to be in a
state of immersion, control and motivation, called state of flow. indeed, in
various disciplines, being in the state of flow was shown to improve
performances and learning. hence, we intended to draw bci users in a flow state
to improve both their subjective experience and their performances. in a motor
imagery bci game, we manipulated flow in two ways: 1) by adapting the task
difficulty and 2) by using background music. results showed that the difficulty
adaptation induced a higher flow state, however music had no effect. there was
a positive correlation between subjective flow scores and offline performance,
although the flow factors had no effect (adaptation) or negative effect (music)
on online performance. overall, favouring the flow state seems a promising
approach for enhancing users' satisfaction, although its complexity requires
more thorough investigations."
The Morphospace of Consciousness,"We construct a complexity-based morphospace to study systems-level properties
of conscious & intelligent systems. The axes of this space label 3 complexity
types: autonomous, cognitive & social. Given recent proposals to synthesize
consciousness, a generic complexity-based conceptualization provides a useful
framework for identifying defining features of conscious & synthetic systems.
Based on current clinical scales of consciousness that measure cognitive
awareness and wakefulness, we take a perspective on how contemporary
artificially intelligent machines & synthetically engineered life forms measure
on these scales. It turns out that awareness & wakefulness can be associated to
computational & autonomous complexity respectively. Subsequently, building on
insights from cognitive robotics, we examine the function that consciousness
serves, & argue the role of consciousness as an evolutionary game-theoretic
strategy. This makes the case for a third type of complexity for describing
consciousness: social complexity. Having identified these complexity types,
allows for a representation of both, biological & synthetic systems in a common
morphospace. A consequence of this classification is a taxonomy of possible
conscious machines. We identify four types of consciousness, based on
embodiment: (i) biological consciousness, (ii) synthetic consciousness, (iii)
group consciousness (resulting from group interactions), & (iv) simulated
consciousness (embodied by virtual agents within a simulated reality). This
taxonomy helps in the investigation of comparative signatures of consciousness
across domains, in order to highlight design principles necessary to engineer
conscious machines. This is particularly relevant in the light of recent
developments at the crossroads of cognitive neuroscience, biomedical
engineering, artificial intelligence & biomimetics.","['Xerxes D. Arsiwalla', 'Ricard Sole', 'Clement Moulin-Frier', 'Ivan Herreros', 'Marti Sanchez-Fibla', 'Paul Verschure']",2017-05-31 17:45:39+00:00,2018-11-24 23:05:40+00:00,http://arxiv.org/pdf/1705.11190v3,q-bio.NC,"['q-bio.NC', 'cond-mat.dis-nn', 'cs.AI', 'physics.bio-ph']","the morphospace of consciousness we construct a complexity-based morphospace to study systems-level properties
of conscious & intelligent systems. the axes of this space label 3 complexity
types: autonomous, cognitive & social. given recent proposals to synthesize
consciousness, a generic complexity-based conceptualization provides a useful
framework for identifying defining features of conscious & synthetic systems.
based on current clinical scales of consciousness that measure cognitive
awareness and wakefulness, we take a perspective on how contemporary
artificially intelligent machines & synthetically engineered life forms measure
on these scales. it turns out that awareness & wakefulness can be associated to
computational & autonomous complexity respectively. subsequently, building on
insights from cognitive robotics, we examine the function that consciousness
serves, & argue the role of consciousness as an evolutionary game-theoretic
strategy. this makes the case for a third type of complexity for describing
consciousness: social complexity. having identified these complexity types,
allows for a representation of both, biological & synthetic systems in a common
morphospace. a consequence of this classification is a taxonomy of possible
conscious machines. we identify four types of consciousness, based on
embodiment: (i) biological consciousness, (ii) synthetic consciousness, (iii)
group consciousness (resulting from group interactions), & (iv) simulated
consciousness (embodied by virtual agents within a simulated reality). this
taxonomy helps in the investigation of comparative signatures of consciousness
across domains, in order to highlight design principles necessary to engineer
conscious machines. this is particularly relevant in the light of recent
developments at the crossroads of cognitive neuroscience, biomedical
engineering, artificial intelligence & biomimetics."
A Mathematical Framework for Consciousness in Neural Networks,"This paper presents a novel mathematical framework for bridging the
explanatory gap (Levine, 1983) between consciousness and its physical
correlates. Specifically, we propose that qualia correspond to singularities in
the mathematical representations of neural network topology. Crucially, we do
not claim that qualia are singularities or that singularities ""explain"" why
qualia feel as they do. Instead, we propose that singularities serve as
principled, coordinate-invariant markers of points where attempts at purely
quantitative description of a system's dynamics reach an in-principle limit. By
integrating these formal markers of irreducibility into models of the physical
correlates of consciousness, we establish a framework that recognizes qualia as
phenomena inherently beyond reduction to complexity, computation, or
information. This approach draws on insights from philosophy of mind,
mathematics, cognitive neuroscience, and artificial intelligence (AI). It does
not solve the hard problem of consciousness (Chalmers, 1995), but it advances
the discourse by integrating the irreducible nature of qualia into a rigorous,
physicalist framework. While primarily theoretical, these insights also open
avenues for future AI and artificial consciousness (AC) research, suggesting
that recognizing and harnessing irreducible topological features may be an
important unlock in moving beyond incremental, scale-based improvements and
toward artificial general intelligence (AGI) and AC.",['T. R. Lima'],2017-04-04 18:32:58+00:00,2024-12-10 14:40:14+00:00,http://arxiv.org/pdf/1704.01148v6,q-bio.NC,"['q-bio.NC', 'cs.AI']","a mathematical framework for consciousness in neural networks this paper presents a novel mathematical framework for bridging the
explanatory gap (levine, 1983) between consciousness and its physical
correlates. specifically, we propose that qualia correspond to singularities in
the mathematical representations of neural network topology. crucially, we do
not claim that qualia are singularities or that singularities ""explain"" why
qualia feel as they do. instead, we propose that singularities serve as
principled, coordinate-invariant markers of points where attempts at purely
quantitative description of a system's dynamics reach an in-principle limit. by
integrating these formal markers of irreducibility into models of the physical
correlates of consciousness, we establish a framework that recognizes qualia as
phenomena inherently beyond reduction to complexity, computation, or
information. this approach draws on insights from philosophy of mind,
mathematics, cognitive neuroscience, and artificial intelligence (ai). it does
not solve the hard problem of consciousness (chalmers, 1995), but it advances
the discourse by integrating the irreducible nature of qualia into a rigorous,
physicalist framework. while primarily theoretical, these insights also open
avenues for future ai and artificial consciousness (ac) research, suggesting
that recognizing and harnessing irreducible topological features may be an
important unlock in moving beyond incremental, scale-based improvements and
toward artificial general intelligence (agi) and ac."
